drug,condition,rating,side_effects,helped,sentiment
Suprep Bowel Prep Kit,Bowel Preparation,10,"['nausea', 'abdominal distension', 'chills']",True,positive
Flexeril,15</span> users found this comment helpful.,1,"['difficulty breathing', 'immobility', 'panic attack', 'serotonin syndrome']",False,negative
Ziprasidone,Schizoaffective Disorde,2,"['weight gain', 'excessive tiredness', 'impaired coordination', 'drowsiness']",False,negative
Neurontin,Migraine,9,"['mood changes', 'agitation', 'drowsiness']",,mixed
Loestrin Fe 1 / 20,Birth Control,10,['breakthrough spotting'],True,positive
Efavirenz / emtricitabine / tenofovir,HIV Infection,10,[],True,positive
Skyla,Birth Control,10,"['cramping during insertion', 'severe cramping during cervical measurement', 'discomfort during insertion']",,mixed
Hydroxyzine,Allergic Urticaria,7,"['drowsiness', 'excessive sleep']",True,mixed
Clarithromycin,Tonsillitis/Pharyngitis,5,"['bitter taste', 'insomnia', 'fatigue', 'yellow tongue', 'furry tongue']",True,mixed
Alprazolam,Panic Disorde,10,[],True,positive
Ropinirole,Restless Legs Syndrome,5,[],False,negative
Dexedrine,ADHD,10,[],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,6,"['acne breakouts', 'bloating', 'weight gain']",,mixed
Vortioxetine,Major Depressive Disorde,9,[],True,positive
Medroxyprogesterone,Abnormal Uterine Bleeding,1,"['vaginal bleeding', 'stomach pain', 'emotional instability', 'continuous bleeding', 'chronic pain', 'sexual dysfunction', 'depression']",False,negative
Desvenlafaxine,Depression,9,"['nocturnal awakening', 'sleep disturbance']",True,positive
Flonase,Rhinitis,10,[],True,positive
Erlotinib,Non-Small Cell Lung Cance,10,[],True,positive
Topiramate,Obesity,1,"['tingling in hands', 'bitter taste', 'memory impairment', 'feeling like a zombie', 'tingling in feet', 'numbness in arms', 'finger swelling']",False,negative
Citalopram,Depression,10,"['headaches', 'insomnia', 'increased startle response', 'hyperreactivity to stimuli']",True,positive
Clindamycin / tretinoin,Acne,9,['oily skin upon waking'],True,positive
Doxycycline,Acne,8,[],True,positive
Yaz,Birth Control,10,[],True,positive
Amlodipine,Migraine Prevention,9,[],True,positive
Hydroxyzine,Allergic Urticaria,6,"['difficulty opening eyes', 'heaviness', 'fatigue', 'grogginess', 'irritability', 'anger']",True,mixed
Phentermine,Obesity,10,"['insomnia', 'headaches']",True,positive
MoviPrep,Bowel Preparation,1,"['bad taste', 'nausea/difficulty swallowing', 'delayed onset of action', 'nocturnal incontinence', 'sleep disruption']",False,negative
Metronidazole,Trichomoniasis,10,['allergic reaction'],True,positive
Ethinyl estradiol / norethindrone,Birth Control,10,[],True,positive
Etonogestrel,Birth Control,2,"['chronic anxiety', 'exhaustion', 'intrusive thoughts', 'isolation', 'lack of motivation', 'mood changes', 'personality changes', 'loss of energy', 'loss of enthusiasm']",False,negative
Etonogestrel,Birth Control,9,"['amenorrhea', 'daily headaches', 'sadness', 'low sex drive', 'bruising at insertion site']",True,positive
Lorcaserin,Obesity,3,[],False,neutral
Quetiapine,Bipolar Disorde,7,['weight gain'],True,positive
Valtrex,"Herpes Simplex, Suppression",10,[],True,positive
Differin,Acne,10,"['dry skin', 'flaky skin']",True,positive
Topamax,Seizure Prevention,10,[],True,positive
Multivitamin with minerals,Vitamin/Mineral Supplementation and Deficiency,2,['elevated iron levels'],False,negative
Liraglutide,Obesity,9,"['fatigue', 'hunger (cyclical)', 'appetite fluctuation']",True,positive
Valium,Anxiety,10,[],True,positive
Minoxidil,Alopecia,10,[],True,positive
Pantoprazole,GERD,9,"['coughing', 'asthma-like attacks', 'acid reflux']",True,positive
Isotretinoin,Acne,1,[],False,negative
Phentermine / topiramate,Weight Loss,9,"['toe numbness', 'finger numbness', 'dry mouth']",True,positive
Bentyl,Irritable Bowel Syndrome,8,['drowsiness'],True,positive
Etanercept,Rheumatoid Arthritis,10,['injection pain'],True,positive
Trulicity,"Diabetes, Type 2",9,[],True,positive
Adapalene / benzoyl peroxide,Acne,5,"['burning sensation', 'skin irritation']",,mixed
Depo-Provera,Birth Control,3,"['migraines', 'nausea', 'diarrhea', 'neck stiffness', 'mood swings', 'depression', 'loss of libido', 'prolonged menstrual bleeding']",False,negative
Mirena,Birth Control,9,"['cramps', 'tiredness', 'discomfort']",True,positive
Cozaar,High Blood Pressure,6,"['cough', 'tiredness', 'dizziness', 'constipation']",True,mixed
Contrave,Obesity,7,"['no weight loss', 'overwhelming appetite', 'hormonal imbalance']",False,mixed
Lubiprostone,"Constipation, Chronic",9,"['headaches', 'nausea']",True,positive
Invokana,"Diabetes, Type 2",8,['yeast infection'],True,mixed
Copper,Birth Control,4,"['severe menorrhagia', 'prolonged periods', 'heavy bleeding', 'thread detachment']",True,negative
Vyvanse,ADHD,10,[],True,positive
Lyrica,Neuralgia,9,[],True,positive
NuvaRing,Birth Control,9,"['acne', 'nausea']",True,positive
Ethinyl estradiol / norgestimate,Birth Control,10,[],True,positive
Flunisolide,Allergic Rhinitis,9,[],True,positive
Klonopin,Panic Disorde,10,"['fatigue', 'excessive sleeping']",True,mixed
Varenicline,Smoking Cessation,10,"['tiredness', 'nausea', 'body aches', 'nightmares', 'dry mouth', 'loss of taste']",True,mixed
Cymbalta,ibromyalgia,1,[],True,positive
Citalopram,Anxiety and Stress,8,[],True,positive
Zoloft,Social Anxiety Disorde,1,"['migraines', 'insomnia', 'difficulty urinating', 'urinary retention']",False,negative
Ropinirole,Periodic Limb Movement Disorde,1,['insomnia'],,negative
Liraglutide,Obesity,10,[],True,positive
Maxalt,Migraine,8,[],True,positive
Keytruda,Head and Neck Cance,1,"['inability to walk', 'body deterioration', 'unresponsiveness']",False,negative
Benzoyl peroxide / clindamycin,Acne,3,"['itchy skin', 'dry skin', 'erythema (redness)', 'facial erythema (red mask appearance)', 'red patches']",True,mixed
Amitriptyline,ibromyalgia,6,"['tachycardia', 'blood sugar dysregulation']",True,mixed
Verapamil,Cluster Headaches,10,['annoying side effects'],True,positive
Fiorinal,Headache,10,[],True,positive
Topiramate,Bipolar Disorde,9,[],True,positive
Gabapentin,Anxiety,10,['sluggishness'],True,positive
Lexapro,Anxiety,2,"['suicidal ideation', 'stomach problems', 'increased anxiety', 'depression']",False,negative
Vyvanse,ADHD,1,"['insomnia', 'tic', 'depression']",False,negative
Etonogestrel,Birth Control,7,"['bruising at insertion site', 'irregular bleeding (2-week period after insertion)', 'amenorrhea', 'appetite suppression']",True,positive
Mefenamic acid,Period Pain,10,[],True,positive
Lithium,Bipolar Disorde,10,"['increased thirst', 'acne']",True,positive
Nexplanon,Birth Control,10,['breast tenderness'],True,positive
Dextromethorphan,Cough,1,"['abdominal gurgling', 'abdominal cramps', 'diarrhea', 'dizziness', 'lightheadedness', 'syncope (near fainting)']",False,negative
Ethinyl estradiol / norgestrel,Abnormal Uterine Bleeding,1,"['paresthesia (legs and arms falling asleep)', 'blurred vision', 'headaches', 'mood changes (irritability/emotional instability)']",False,negative
Paxil,Depression,10,"['effects diminished with alcohol', 'rage on discontinuation', 'withdrawal effects']",True,positive
Adalimumab,Rheumatoid Arthritis,10,[],True,positive
Lexapro,Generalized Anxiety Disorde,5,"['teeth feel strange', 'tiredness', 'insomnia', 'restlessness']",True,positive
Docosanol,Herpes Simplex,8,[],True,positive
Hydrocodone / pseudoephedrine,Cough and Nasal Congestion,7,"['itchy skin', 'tingling sensation']",True,mixed
Citalopram,Depression,9,"['night sweats', 'light headaches', 'insomnia']",True,positive
Buprenorphine,Pain,1,"['insomnia', 'headache', 'paresthesia (skin crawling sensation)', 'nausea/vomiting', 'anorexia']",False,negative
Seasonique,Birth Control,10,"['spotting', 'acne']",True,positive
Vortioxetine,Major Depressive Disorde,10,[],True,positive
Tamiflu,Influenza,9,['headache'],True,positive
Magnesium hydroxide,Constipation,10,"['abdominal distension', 'constipation', 'pain', 'gas', 'diarrhea']",True,positive
Nexplanon,Birth Control,5,"['acne (mild, cystic)', 'fatigue', 'hair thinning', 'breast soreness', 'light cramping']",True,mixed
Amitriptyline,Migraine Prevention,7,"['sugar cravings', 'carb cravings', 'increased appetite', 'weight gain', 'tolerance development', 'addictive potential']",True,negative
Ethinyl estradiol / norethindrone,Birth Control,10,[],,positive
Risperdal,Schizophrenia,9,[],True,positive
Milnacipran,ibromyalgia,10,['nausea'],True,positive
Loestrin 24 Fe,Birth Control,1,"['acne', 'mood swings', 'decreased libido', 'anorgasmia', 'amenorrhea']",False,negative
Depo-Medrol,Rheumatoid Arthritis,9,['occasional pain'],True,positive
Bisacodyl,Constipation,7,"['abdominal pain', 'cramping', 'rapid onset of bowel movements']",True,mixed
Wellbutrin,Depression,9,"['insomnia', 'irritability', 'numbness', 'sweet cravings', 'decreased libido']",True,positive
Tramadol,Chronic Pain,8,[],True,positive
Tramadol,ibromyalgia,9,"['nausea', 'constipation']",True,positive
Ethinyl estradiol / norethindrone,Birth Control,5,"['weight gain', 'increased appetite']",True,mixed
Bactrim,Urinary Tract Infection,1,"['fatigue', 'headache', 'nausea', 'depersonalization', 'emotional distress', 'crying']",False,negative
Nexplanon,Birth Control,1,"['spotting', 'loss of libido', 'irritability', 'mood swings', 'weight gain']",False,negative
Simvastatin,High Cholesterol,9,"['insomnia', 'edginess']",True,mixed
OxyContin,Pain,10,['side effects (unspecified but acknowledged as present and manageable)'],True,positive
Fetzima,Major Depressive Disorde,7,"['nausea', 'vomiting', 'constipation']",True,positive
Venlafaxine,Depression,7,"['withdrawal symptoms (feeling like absolute trash)', 'paresthesias (limbs buzzing)', 'dizziness', 'nausea', 'concentration difficulties', 'anorgasmia (inability to orgasm)', 'decreased libido']",True,mixed
Propofol,Anesthesia,10,"['dizziness', 'disinhibition', 'behavioral disinhibition']",True,positive
Effexor XR,Depression,10,[],True,positive
Ambien,Insomnia,9,[],True,positive
Atenolol,Migraine Prevention,10,[],True,positive
Copaxone,Multiple Sclerosis,10,[],True,positive
Zithromax,Bronchitis,3,[],True,mixed
Suprep Bowel Prep Kit,Bowel Preparation,10,['queasiness'],True,positive
Bupropion / naltrexone,Obesity,8,"['multiple side effects from standard list', 'nausea', 'constipation', 'headache', 'dizziness', 'insomnia', 'anxiety']",True,mixed
Ethinyl estradiol / norgestimate,Birth Control,1,"['depression', 'anxiety', 'emotional lability', 'anhedonia', 'relationship strain']",False,negative
Amlodipine / valsartan,ge (amlodipine / valsartan),6,"['fatigue', 'somnolence']",True,mixed
Skyla,Birth Control,10,"['irritability', 'sadness', 'crying', 'cramping', 'spotting', 'moodiness', 'anger']",False,negative
Meloxicam,Osteoarthritis,9,['stomach irritation'],True,positive
Deplin,Depression,8,[],True,mixed
Depo-Provera,Birth Control,8,"['amenorrhea', 'weight loss', 'increased appetite', 'mood swings', 'spotting', 'hot flashes']",True,positive
Zolpidem,Insomnia,7,[],True,positive
Mirena,Birth Control,10,"['cramping', 'spotting']",True,positive
Nexplanon,Birth Control,3,"['prolonged menstruation', 'menorrhagia', 'intermenstrual spotting', 'weight gain', 'acne', 'mood swings', 'anxiety', 'depression', 'functional impairment']",True,negative
Coumadin,Deep Vein Thrombosis Prophylaxis after Knee Replacement Surgery,10,"['thrush', 'blood clots', 'embolism']",True,positive
Lubiprostone,"Constipation, Chronic",9,"['constipation', 'bloating', 'abdominal pain', 'diarrhea', 'nausea']",True,positive
Mirena,Birth Control,10,[],True,positive
Skyla,Birth Control,4,"['amenorrhea', 'light spotting', 'IUD strings causing discomfort during intercourse', 'irregular menstrual cycles', 'prolonged menstrual bleeding', 'severe dysmenorrhea', 'incapacitating cramps']",False,negative
Afrin,Nasal Congestion,3,[],True,mixed
Lisinopril,High Blood Pressure,9,"['dizziness', 'lightheadedness', 'aches and pains', 'left arm pain', 'chest pain', 'numbness', 'tingling in extremities']",True,negative
Ethinyl estradiol / norgestimate,Birth Control,5,"['mood changes', 'increased crying', 'depression']",False,negative
Monistat 7,Vaginal Yeast Infection,10,"['itching', 'swelling']",True,positive
Dulcolax,Constipation,5,"['nausea', 'dry heaving', 'diarrhea', 'explosive diarrhea', 'frequent bowel movements']",True,mixed
Ethinyl estradiol / norgestimate,Birth Control,6,"['weight gain', 'increased appetite', 'fatigue', 'nausea']",True,mixed
Junel Fe 1 / 20,Birth Control,8,[],True,positive
Implanon,Birth Control,7,"['prolonged bleeding', 'heavy bleeding', 'headaches']",True,mixed
Clonidine,ADHD,6,"['nocturnal awakening', 'hyperactivity', 'inability to focus', 'impaired concentration', 'restlessness', 'rebound hyperactivity']",False,negative
Sertraline,Depression,10,"['nausea', 'insomnia']",True,positive
Clomipramine,Depression,8,[],True,positive
Dexedrine,ADHD,4,"['sluggishness', 'reduced hyperactivity']",True,mixed
Implanon,Birth Control,1,"['consistent bleeding', 'bloating', 'prominent veins', 'hemorrhoid', 'severe OCD', 'severe generalized anxiety disorder', 'major depressive disorder', 'suicidal ideation']",False,negative
Qsymia,Obesity,8,"['weight loss', 'irritability', 'dry mouth', 'tingling in feet']",True,mixed
Loestrin 24 Fe,Birth Control,3,"['fatigue', 'low energy', 'bloating', 'breast tenderness', 'mood swings', 'anger', 'sadness', 'crying', 'argumentativeness']",True,mixed
Trintellix,Depression,2,"['dizziness', 'light headedness']",False,negative
Oseltamivir,Influenza,10,[],True,positive
Flagyl,"Crohn's Disease, Acute",9,"['listlessness', 'tiredness', 'insomnia', 'constipation']",,negative
Qsymia,Weight Loss,7,"['decreased appetite', 'dry mouth']",True,positive
Buspirone,Anxiety,10,[],True,positive
Copper,Birth Control,5,"['cramping', 'bleeding', 'vaginal discharge', 'heavy periods', 'prolonged menstruation']",False,negative
Ethinyl estradiol / levonorgestrel,Birth Control,9,"['emotional instability', 'nausea', 'decreased libido']",True,positive
Ethinyl estradiol / etonogestrel,Birth Control,1,"['nausea', 'vomiting', 'labial irritation', 'lacerations from insertion']",False,negative
Sodium hyaluronate,Osteoarthritis,5,[],,negative
Pregabalin,ibromyalgia,8,['feeling spacy'],True,positive
Tioconazole,Vaginal Yeast Infection,1,"['severe burning', 'excruciating pain', 'insomnia', 'persistent burning sensation']",False,negative
Depo-Provera,Birth Control,9,['weight gain'],True,positive
Klonopin,Bipolar Disorde,8,"['constipation', 'dry mouth', 'lack of coordination', 'unsteadiness', 'vertigo']",True,positive
Amphetamine,ADHD,9,[],True,positive
Veramyst,Allergic Rhinitis,10,[],True,positive
Flonase,Allergic Rhinitis,10,[],True,positive
Atripla,HIV Infection,10,"['unrefreshed sleep', ""feeling as though just fallen asleep despite full night's sleep""]",True,positive
Etonogestrel,Birth Control,6,"['spotting', 'breast pain', 'nipple soreness', 'nipple sensitivity', 'mood swings', 'irritability', 'weight gain']",True,mixed
Buprenorphine / naloxone,Opiate Dependence,10,[],True,positive
Clarithromycin,Strep Throat,1,"['metallic taste', 'nausea', 'fever', 'insomnia']",False,negative
Silver sulfadiazine,"Burns, External",10,[],True,positive
Albuterol,"Asthma, Maintenance",1,['clogging'],False,negative
Diflorasone,Skin Rash,10,[],True,positive
Esgic-Plus,Headache,2,['hangover feeling'],False,negative
Lortab,Pain,9,[],True,positive
Desogestrel / ethinyl estradiol,,6,"['emotional inconsistency', 'mood swings', 'emotional lability', 'emotional breakdowns', 'menorrhagia', 'dysmenorrhea']",True,negative
Canagliflozin,"Diabetes, Type 2",6,"['chronic yeast infection', 'inflamed bumps under arms', 'nodular lesions', 'no weight loss']",True,mixed
Sprintec,Abnormal Uterine Bleeding,8,"['brown discharge spotting', 'breast tenderness']",True,positive
Saphris,Bipolar Disorde,10,[],True,positive
Cyclobenzaprine,ibromyalgia,9,[],True,positive
Effexor XR,Hot Flashes,9,['drowsiness'],True,positive
Sprintec,Birth Control,7,"['nausea', 'breast tenderness', 'worsened PMS', 'mood swings']",True,mixed
Meloxicam,Osteoarthritis,10,['stomach issues'],True,positive
Norco,Pain,2,[],False,negative
Bupropion,Depression,10,['dry mouth'],True,positive
Adapalene / benzoyl peroxide,Acne,9,"['skin peeling', 'skin burning', 'purge']",True,positive
Lomotil,Diarrhea,10,[],True,positive
MoviPrep,Bowel Preparation,7,['bad taste'],True,positive
Ciprofloxacin,Urinary Tract Infection,5,['foot neuropathy'],,negative
Nexplanon,Birth Control,10,[],True,positive
Liletta,Birth Control,6,"['severe insertion pain', 'syncope (near fainting)', 'cramps', 'weakness', 'mood swings', 'bloating', 'food cravings', 'acne', 'spotting', 'menorrhagia (prolonged menstrual bleeding)']",True,mixed
Diclofenac,Osteoarthritis,8,[],True,mixed
Propranolol,mance Anxiety,8,[],True,positive
Reglan,Lactation Augmentation,9,[],True,positive
Compazine,Nausea/Vomiting,1,"['panic attack', 'sense of doom', 'paresthesia (skin crawling)', 'extreme anxiety', 'fear of dying']",False,negative
Cyproheptadine,Anorexia,10,"['insomnia', 'fatigue', 'rapid weight gain', 'body image disturbance', 'depersonalization']",True,mixed
Etonogestrel,Birth Control,7,"['mood changes', 'depression', 'decreased libido', 'menorrhagia', 'prolonged menstruation', 'increased cycle length']",True,mixed
Cymbalta,Back Pain,1,"['euphoria', 'hyperactivity', 'tachycardia', 'paresthesias', 'suicidal ideation', 'ineffective for pain']",False,negative
Ethinyl estradiol / levonorgestrel,Birth Control,9,"['emotional lability during period', 'weight gain', 'decreased libido']",True,positive
Chantix,Smoking Cessation,6,"['stomach pain', 'abdominal pain']",True,mixed
Imiquimod,Human Papilloma Virus,8,"['burning', 'raw skin', 'severe pain', 'pain with water contact', 'pain with washing', 'pain with sitting', 'pain with walking', 'pain with sneezing', 'pain with urination']",True,mixed
Strattera,ADHD,8,[],True,positive
Skyla,Birth Control,10,[],,positive
Lo Loestrin Fe,Birth Control,10,['low sex drive'],True,positive
Emetrol,Nausea/Vomiting,1,"['rash on hands', 'rash on arms', 'rash on neck', 'rash on face', 'rash on back', 'allergic reaction']",False,negative
Venlafaxine,Depression,10,"['dry mouth', 'frequent urination', 'insomnia', 'vivid dreams', 'night sweats', 'head zaps']",True,positive
Buprenorphine,Opiate Dependence,10,[],True,positive
Vortioxetine,Major Depressive Disorde,9,[],True,positive
Uricalm,Dysuria,10,[],True,positive
Nubain,Pain,1,"['withdrawal symptoms', 'headache', 'nausea']",False,negative
Wellbutrin XL,Depression,8,"['anger', 'irritability', 'unhappiness', 'excessive sleep', 'weight gain', 'teeth grinding', 'headaches', 'metallic taste', 'premenstrual mood swings', 'severe irritability during premenstrual period']",True,positive
Levonorgestrel,Abnormal Uterine Bleeding,3,"['pain during insertion', 'constant bleeding', 'heightened sex drive', 'mood swings', 'fatigue', 'unusual odor']",False,negative
Tri-Sprintec,0</span> users found this comment helpful.,1,"['depression', 'mood swings', 'irritability', 'acne', 'cramps', 'weight gain', 'prolonged menstrual bleeding']",False,negative
Harvoni,Hepatitis C,10,[],True,positive
Aviane,Birth Control,5,"['mood swings', 'anxiety', 'cramping', 'increased appetite', 'bloating', 'breast enlargement', 'breast tenderness']",False,negative
Bystolic,High Blood Pressure,9,"['fatigue', 'cognitive fog', 'decreased libido']",True,positive
ParaGard,Birth Control,10,['cramping'],True,positive
Ethinyl estradiol / norethindrone,Birth Control,6,"['mood swings', 'weight gain', 'breast enlargement']",,negative
Depo-Provera,Birth Control,1,"['amenorrhea', 'prolonged menstrual bleeding', 'weight gain', 'acne']",False,negative
Varenicline,Smoking Cessation,10,[],True,positive
Levaquin,Sinusitis,10,[],True,positive
Escitalopram,Generalized Anxiety Disorde,8,"['feeling unwell after missed dose', 'suicidal ideation after missed dose']",True,positive
Fleet Enema,Constipation,10,"['constipation', 'cramping']",True,positive
Ropinirole,Restless Legs Syndrome,8,"['weight gain', 'swelling', 'dyspnea', 'edema']",True,mixed
Sertraline,Social Anxiety Disorde,1,"['depression', 'suicidal ideation', 'social anxiety', 'anxiety']",True,mixed
Bydureon,"Diabetes, Type 2",5,"['increased appetite', 'weight gain', 'sugar cravings', 'anxiety about weight gain']",True,mixed
Quetiapine,Bipolar Disorde,8,"['increased appetite', 'weight gain']",True,positive
Levonorgestrel,Birth Control,10,"['severe cramping during insertion', 'nausea', 'dizziness', 'blurred vision', 'spotting']",True,positive
Invega Sustenna,Schizophrenia,8,"['anxiety', 'weight gain']",True,positive
Buprenorphine / naloxone,Opiate Dependence,9,[],True,positive
Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,9,"['bowel movements', 'rectal pain']",True,positive
Tramadol,Anxiety,9,['tolerance'],True,positive
Uristat,Interstitial Cystitis,7,[],True,positive
Levofloxacin,Bronchitis,10,['magnesium depletion'],True,positive
Fluorouracil,Keratosis,10,"['burning sensation', 'peeling', 'erythema', 'blisters', 'bleeding', 'emotional distress']",True,mixed
Contrave,Obesity,3,"['stuffed sick feeling', 'dizziness']",False,negative
Propranolol,Pe,10,[],True,positive
Phentermine,Weight Loss,9,"['jitteriness', 'headaches', 'dry mouth']",True,positive
Tapentadol,Pain,3,"['dizziness', 'shallow breathing', 'hypotension']",True,mixed
Levocetirizine,Allergic Rhinitis,9,[],True,positive
Sulfamethoxazole / trimethoprim,Bacterial Skin Infection,4,"['dizziness', 'nausea', 'decreased appetite', 'excessive daytime sleepiness', 'photosensitivity']",False,negative
Butrans,Pain,5,"['fatigue', 'sedation', 'lethargy', 'lack of motivation', 'decreased interest in activities']",True,mixed
Flurazepam,Insomnia,10,"['insomnia', 'worsening insomnia']",True,positive
Ambien,Insomnia,9,"['heat sensitivity', 'heat exhaustion', 'excessive sweating']",True,positive
Clonazepam,Panic Disorde,9,[],True,positive
Lactaid,Lactose Intolerance,1,['vomiting'],False,negative
Xenical,Obesity,8,"['weight loss', 'unpleasant odor']",True,positive
Citalopram,Generalized Anxiety Disorde,10,[],True,positive
Trazodone,Insomnia,10,"['nocturnal awakening', 'nighttime eating', 'weight gain', 'exhaustion', 'insomnia', 'sleep fragmentation', 'restlessness', 'delayed sleep onset']",True,positive
Azelastine / fluticasone,Allergic Rhinitis,9,[],True,positive
Propofol,Anesthesia,10,[],True,positive
Dextroamphetamine,ADHD,10,"['mental issues', 'decreased focus']",False,negative
Medroxyprogesterone,,2,"['tender breasts', 'spotting', 'decreased libido']",False,negative
Etonogestrel,Birth Control,9,"['mood swings', 'decreased libido', 'breakthrough bleeding', 'spotting', 'mild cramping', 'bruising at insertion site', 'arm tenderness', 'arm pain with pressure']",True,positive
Nicotine,Smoking Cessation,10,"['burning sensation at patch site', 'itching at patch site', 'patch adhesion issues']",True,positive
Humira,Ankylosing Spondylitis,10,[],True,positive
Naltrexone,Alcohol Dependence,7,['mild nausea'],True,positive
Zoladex,Endometriosis,9,"['weight gain', 'tiredness', 'hot flushes', 'insomnia', 'low energy levels', 'decreased libido']",True,mixed
Levonorgestrel,Emergency Contraception,1,[],False,negative
Advair Diskus,"COPD, Maintenance",9,[],True,positive
Azithromycin,Pharyngitis,9,[],,neutral
Inderal LA,High Blood Pressure,8,[],True,positive
Metoprolol,Supraventricular Tachycardia,6,"['increased appetite', 'weight gain']",True,positive
Tirosint,"Hypothyroidism, After Thyroid Removal",10,[],True,positive
Somnote,Sedation,2,[],False,negative
Spironolactone,Alopecia,10,['hair loss'],True,positive
Acetaminophen / codeine,Pain,3,[],False,negative
Loratadine / pseudoephedrine,,5,[],True,mixed
Prolia,Osteoporosis,10,"['blisters between toes', 'foot peeling', 'rash', 'petechiae (pinpoint red dots on skin)', 'cough', 'stomach discomfort', 'bleeding sores on face', 'elevated cholesterol', 'weight gain']",True,mixed
Saphris,Bipolar Disorde,2,"['muscle thrashing', 'spasms', 'pain', 'insomnia', 'frequent awakenings']",False,negative
Metformin,min),2,[],,negative
Klonopin,Anxiety,9,[],True,positive
Bupropion,Depression,8,[],True,positive
Ortho Tri-Cyclen Lo,Birth Control,9,['nausea'],True,positive
Tioconazole,Vaginal Yeast Infection,2,['burning sensation'],True,negative
NuvaRing,Birth Control,4,"['abdominal pain', 'loss of sex drive', 'decreased vaginal lubrication', 'mood swings', 'headaches', 'depression', 'heavy discharge']",False,negative
Baclofen,Cervical Dystonia,7,[],True,positive
Dicyclomine,Irritable Bowel Syndrome,8,[],True,positive
Latuda,Bipolar Disorde,6,"['aggression', 'irritability', 'personality changes']",False,negative
Mirapex,Restless Legs Syndrome,10,[],True,positive
Drospirenone / ethinyl estradiol,Birth Control,7,"['breast tenderness', 'high blood pressure', 'hair loss', 'hair thinning']",True,mixed
Flecainide,Atrial Fibrillation,10,['fatigue'],True,positive
Movantik,"Constipation, Drug Induced",1,"['diarrhea', 'nocturia', 'stomach pain', 'nausea', 'abdominal pain', 'polyuria']",False,negative
Plan B,Emergency Contraception,1,"['cramps', 'spotting', 'light bleeding']",False,negative
Diclegis,Nausea/Vomiting of Pregnancy,1,"['anger', 'frustration', 'dizziness', 'grogginess', 'irritability', 'altered mental state', 'nausea', 'sickness']",False,negative
Mesalamine,"Ulcerative Colitis, Maintenance",10,[],True,mixed
Pantoprazole,GERD,5,"['flatulence', 'loose bowel movements', 'asthma symptoms', 'phlegm in throat', 'phlegm in lungs', 'coughing']",True,mixed
Fluoxetine,Major Depressive Disorde,9,"['feeling weird/spaced out', 'clumsiness', 'insomnia', 'weight loss', 'feeling loopy', 'twitching', 'leg twitches', 'arm twitches', 'hip twitches']",True,positive
Plan B,Emergency Contraception,6,"['depression', 'sadness', 'mood changes', 'lower abdominal pain', 'back cramping', 'nausea', 'vomiting', 'hot flashes', 'chills']",True,mixed
Levonorgestrel,Emergency Contraception,10,[],True,positive
Ethinyl estradiol / levonorgestrel,Birth Control,3,"['acne', 'cystic acne', 'facial breakouts', 'back acne', 'shoulder acne']",False,negative
Aviane,Abnormal Uterine Bleeding,9,[],True,positive
Atripla,HIV Infection,10,[],True,positive
Ambien,Insomnia,1,['addiction'],False,negative
Epiduo,Acne,5,"['redness', 'peeling']",False,mixed
Hyaluronan,Osteoarthritis,1,"['increased pain', 'lack of pain relief']",False,negative
Nexium,GERD,10,[],True,positive
Sprintec,Birth Control,3,"['acne/breakouts around mouth and chin', 'hair loss', 'decreased libido', 'abdominal pain/cramps', 'breast enlargement']",False,negative
Sprintec,Birth Control,6,"['weight gain', 'mood swings', 'crying', 'emotional instability']",True,mixed
Ethinyl estradiol / norgestimate,Birth Control,9,"['stronger menstrual odor', 'white fogginess in urine', 'white discharge/particles in urine']",True,positive
Vascepa,Hypertriglyceridemia,10,[],True,positive
Phentermine,Weight Loss,5,[],,positive
Propranolol,Not Listed / Othe,9,"['shortness of breath', 'erectile dysfunction', 'tachycardia', 'anxiety']",True,positive
Stelazine,Anxiety,9,[],True,positive
Efinaconazole,"Onychomycosis, Toenail",3,[],False,negative
Zyprexa,Depression,9,[],True,positive
Testim,"Hypogonadism, Male",6,['strong odor'],True,mixed
Cialis,Erectile Dysfunction,10,['headache'],True,positive
Flonase,Nasal Polyps,10,[],True,positive
Divalproex sodium,Bipolar Disorde,3,"['fatigue', 'tremors', 'insomnia', 'rapid cycling', 'mania', 'depression', 'difficulty maintaining stable levels']",False,mixed
Nexplanon,Birth Control,10,"['weight gain', 'leg pain', 'increased anger', 'anger outbursts', 'tremors', 'mood changes']",True,mixed
Adalimumab,Psoriatic Arthritis,10,[],True,positive
Montelukast,Allergic Rhinitis,10,[],True,positive
Guaifenesin / pseudoephedrine,Cough and Nasal Congestion,10,[],True,positive
Doxepin,Insomnia,3,"['hangover', 'vivid dreams', 'disturbing dreams']",False,negative
Nucynta ER,Pain,8,[],True,mixed
Sprintec,Birth Control,1,"['bloating/weight gain', 'depression', 'anxiety', 'emotional lability', 'nausea', 'dizziness', 'lightheadedness', 'vertigo', 'malaise']",False,negative
Risperdal,Borderline Personality Disorde,9,[],True,positive
Tapentadol,Pain,1,[],False,negative
Liraglutide,"Diabetes, Type 2",3,['pancreatitis'],False,negative
Etonogestrel,Birth Control,7,"['irregular periods', 'prolonged menstruation', 'abnormal menstrual bleeding', 'sexual dysfunction']",True,mixed
